Entity,Code,Year,"Homicide rate per 100,000 population - Female - All ages"
Portugal,PRT,2001,0.46715805
Portugal,PRT,2002,0.69008964
Portugal,PRT,2003,0.61358947
Portugal,PRT,2004,0.7209964
Portugal,PRT,2005,0.6016186
Portugal,PRT,2006,0.7718636
Portugal,PRT,2007,0.9407375
Portugal,PRT,2008,0.6543006
Portugal,PRT,2009,0.6860663
Portugal,PRT,2010,0.75391024
Portugal,PRT,2011,0.7092925
Portugal,PRT,2012,0.7507948
Portugal,PRT,2013,0.94734496
Portugal,PRT,2014,0.8804094
Portugal,PRT,2015,0.58223516
Portugal,PRT,2016,0.33633682
Portugal,PRT,2017,0.44102514
Portugal,PRT,2018,0.5037042
Portugal,PRT,2019,0.6039721
Portugal,PRT,2020,0.6192016
Puerto Rico,PRI,1990,4.110992
Puerto Rico,PRI,1991,5.8962455
Puerto Rico,PRI,1992,4.0829673
Puerto Rico,PRI,1993,5.283585
Puerto Rico,PRI,1994,4.42845
Puerto Rico,PRI,1995,4.0764976
Puerto Rico,PRI,1996,3.9697945
Puerto Rico,PRI,1997,3.0105207
Puerto Rico,PRI,1998,3.018467
Puerto Rico,PRI,1999,2.848851
Puerto Rico,PRI,2000,3.7288895
Puerto Rico,PRI,2001,3.471148
Puerto Rico,PRI,2002,3.1692452
Puerto Rico,PRI,2003,2.9708478
Puerto Rico,PRI,2004,3.4303076
Puerto Rico,PRI,2005,3.337949
Puerto Rico,PRI,2006,2.2831814
Puerto Rico,PRI,2007,2.5464265
Puerto Rico,PRI,2008,3.27315
Puerto Rico,PRI,2009,2.8767393
Puerto Rico,PRI,2010,3.3042643
Puerto Rico,PRI,2011,4.2608604
Puerto Rico,PRI,2012,4.3493752
Puerto Rico,PRI,2013,2.8081717
Puerto Rico,PRI,2014,2.7953584
Puerto Rico,PRI,2015,2.0226204
Puerto Rico,PRI,2016,3.115212
Puerto Rico,PRI,2017,2.0960875
Puerto Rico,PRI,2018,2.8684387
Puerto Rico,PRI,2019,2.3670266
Puerto Rico,PRI,2020,2.842685
Qatar,QAT,2001,0.45038044
Qatar,QAT,2004,0.3917927
Qatar,QAT,2005,1.4851531
Qatar,QAT,2006,0.34787026
Qatar,QAT,2007,0.96608245
Qatar,QAT,2008,0.2937897
Qatar,QAT,2009,0.53091097
Qatar,QAT,2010,0
Qatar,QAT,2011,0
Qatar,QAT,2012,0.20388898
Qatar,QAT,2013,0.18932205
Qatar,QAT,2014,0.3554715
Qatar,QAT,2015,0.16739441
Qatar,QAT,2016,0.7816946
Qatar,QAT,2017,0.14701244
Qatar,QAT,2018,0
Qatar,QAT,2019,0
Qatar,QAT,2020,0.26490295
Qatar,QAT,2021,0.5445433
Reunion,REU,2004,2.4306617
Reunion,REU,2005,1.7077801
Reunion,REU,2006,1.8651637
Reunion,REU,2007,1.8000078
Reunion,REU,2008,0.9967064
Reunion,REU,2009,1.2784477
Romania,ROU,1990,1.6625242
Romania,ROU,1991,1.579418
Romania,ROU,1992,1.8313385
Romania,ROU,1993,1.7216665
Romania,ROU,1994,1.9171424
Romania,ROU,1995,1.8112217
Romania,ROU,1996,1.9083339
Romania,ROU,1997,1.931462
Romania,ROU,1998,1.4482296
Romania,ROU,1999,1.4341441
Romania,ROU,2000,1.2387654
Romania,ROU,2001,1.5735767
Romania,ROU,2002,2.1736977
Romania,ROU,2003,2.1462886
Romania,ROU,2004,1.4017441
Romania,ROU,2005,1.4337286
Romania,ROU,2006,1.0201192
Romania,ROU,2007,1.1499832
Romania,ROU,2008,0.9510559
Romania,ROU,2009,0.8338496
Romania,ROU,2010,0.85814935
Romania,ROU,2011,0.6616023
Romania,ROU,2012,0.79910284
Romania,ROU,2013,0.56034523
Romania,ROU,2014,1.0373707
Romania,ROU,2015,0.9252609
Romania,ROU,2016,0.89129347
Romania,ROU,2017,0.87608594
Romania,ROU,2018,0.81081635
Romania,ROU,2019,0.7048321
Romania,ROU,2020,0.956538
Romania,ROU,2021,0.76124996
Russia,RUS,1990,6.4929476
Russia,RUS,1991,6.73412
Russia,RUS,1992,9.848151
Russia,RUS,1993,13.427606
Russia,RUS,1994,14.286032
Russia,RUS,1995,13.6419
Russia,RUS,1996,12.223211
Russia,RUS,1997,11.029043
Russia,RUS,1998,10.709764
Russia,RUS,1999,12.575627
Russia,RUS,2000,13.207825
Russia,RUS,2001,13.788551
Russia,RUS,2002,13.783891
Russia,RUS,2003,13.296957
Russia,RUS,2004,12.472261
Russia,RUS,2005,11.47319
Russia,RUS,2006,9.371936
Russia,RUS,2007,8.054885
Russia,RUS,2008,5.8403535
Russia,RUS,2009,6.0016246
Russia,RUS,2010,5.659173
Russia,RUS,2011,5.2660604
Russia,RUS,2012,5.495289
Russia,RUS,2013,5.2040133
Russia,RUS,2014,5.41448
Russia,RUS,2015,5.5207596
Russia,RUS,2016,5.3400774
Russia,RUS,2017,4.469868
Russia,RUS,2018,4.0667777
Russia,RUS,2019,3.7427042
Russia,RUS,2020,3.5434818
Russia,RUS,2021,3.30459
Saint Kitts and Nevis,KNA,1997,13.608528
Saint Kitts and Nevis,KNA,1999,0
Saint Kitts and Nevis,KNA,2001,8.646779
Saint Kitts and Nevis,KNA,2002,0
Saint Kitts and Nevis,KNA,2003,0
Saint Kitts and Nevis,KNA,2004,0
Saint Kitts and Nevis,KNA,2009,12.497657
Saint Kitts and Nevis,KNA,2010,8.301167
Saint Kitts and Nevis,KNA,2011,4.132231
Saint Kitts and Nevis,KNA,2016,8.1726055
Saint Kitts and Nevis,KNA,2017,12.237406
Saint Kitts and Nevis,KNA,2018,16.296598
Saint Kitts and Nevis,KNA,2019,8.142659
Saint Kitts and Nevis,KNA,2020,0
Saint Kitts and Nevis,KNA,2021,4.066446
Saint Lucia,LCA,1990,6.921565
Saint Lucia,LCA,1991,4.0989766
Saint Lucia,LCA,1992,4.040513
Saint Lucia,LCA,1993,0
Saint Lucia,LCA,1994,3.9320025
Saint Lucia,LCA,1995,3.8873448
Saint Lucia,LCA,1996,1.282594
Saint Lucia,LCA,1997,6.3541284
Saint Lucia,LCA,1998,2.5200026
Saint Lucia,LCA,1999,2.4985008
Saint Lucia,LCA,2000,3.0548112
Saint Lucia,LCA,2002,8.113115
Saint Lucia,LCA,2003,2.5735362
Saint Lucia,LCA,2004,4.7033906
Saint Lucia,LCA,2009,7.1577497
Saint Lucia,LCA,2010,6.4173617
Saint Lucia,LCA,2011,8.47949
Saint Lucia,LCA,2012,7.284787
Saint Lucia,LCA,2013,5.728394
Saint Lucia,LCA,2014,0
Saint Lucia,LCA,2015,5.6675205
Saint Lucia,LCA,2016,2.2552238
Saint Lucia,LCA,2017,4.487726
Saint Lucia,LCA,2018,4.4656315
Saint Lucia,LCA,2019,0
Saint Lucia,LCA,2020,5.5303006
Saint Lucia,LCA,2021,8.819168
Saint Pierre and Miquelon,SPM,2006,0
Saint Vincent and the Grenadines,VCT,2004,11.275433
Saint Vincent and the Grenadines,VCT,2005,12.774422
Saint Vincent and the Grenadines,VCT,2006,11.298924
Saint Vincent and the Grenadines,VCT,2007,16.417429
Saint Vincent and the Grenadines,VCT,2008,5.568807
Saint Vincent and the Grenadines,VCT,2009,6.4341664
Saint Vincent and the Grenadines,VCT,2010,5.6241913
Saint Vincent and the Grenadines,VCT,2016,7.7363453
Saint Vincent and the Grenadines,VCT,2017,9.704498
Saint Vincent and the Grenadines,VCT,2018,13.612188
Saint Vincent and the Grenadines,VCT,2019,0
Saint Vincent and the Grenadines,VCT,2020,9.765911
Saint Vincent and the Grenadines,VCT,2021,0
Samoa,WSM,2017,0.98511976
Samoa,WSM,2018,0.9746351
San Marino,SMR,1995,0
San Marino,SMR,1996,0
San Marino,SMR,1997,0
San Marino,SMR,1998,0
San Marino,SMR,1999,0
San Marino,SMR,2000,0
San Marino,SMR,2001,0
San Marino,SMR,2002,7.0015755
San Marino,SMR,2003,0
San Marino,SMR,2004,0
San Marino,SMR,2005,0
San Marino,SMR,2006,0
San Marino,SMR,2007,0
San Marino,SMR,2008,0
San Marino,SMR,2009,0
San Marino,SMR,2010,0
San Marino,SMR,2011,0
Sao Tome and Principe,STP,2006,0
Sao Tome and Principe,STP,2007,0
Sao Tome and Principe,STP,2008,0
Sao Tome and Principe,STP,2009,0
Sao Tome and Principe,STP,2010,0
Sao Tome and Principe,STP,2011,0
Serbia,SRB,2000,1.4574838
Serbia,SRB,2001,1.8498298
Serbia,SRB,2002,1.3707887
Serbia,SRB,2003,1.6460983
Serbia,SRB,2004,1.2548009
Serbia,SRB,2005,1.1092916
Serbia,SRB,2006,1.2625202
Serbia,SRB,2007,1.367253
Serbia,SRB,2008,0.9485042
Serbia,SRB,2009,0.9523232
Serbia,SRB,2010,1.081904
Serbia,SRB,2011,1.0103025
Serbia,SRB,2012,0.9884904
Serbia,SRB,2013,1.1946782
Serbia,SRB,2014,0.9430017
Serbia,SRB,2015,0.7668857
Serbia,SRB,2016,0.9745746
Serbia,SRB,2017,0.6435295
Serbia,SRB,2018,0.7237394
Serbia,SRB,2019,0.72687775
Serbia,SRB,2020,0.574307
Serbia,SRB,2021,0.71059024
Seychelles,SYC,2004,4.353154
Seychelles,SYC,2006,6.0203185
Seychelles,SYC,2007,3.3671982
Seychelles,SYC,2008,2.7451475
Seychelles,SYC,2009,6.3274693
Seychelles,SYC,2010,2.8721418
Seychelles,SYC,2011,11.159501
Seychelles,SYC,2012,0.96996856
Seychelles,SYC,2013,14.123476
Seychelles,SYC,2014,5.2544765
Singapore,SGP,2006,0.22644897
Singapore,SGP,2007,0.21940954
Singapore,SGP,2008,0.46829286
Singapore,SGP,2009,0.28952527
Singapore,SGP,2010,0.1209674
Singapore,SGP,2011,0.23705839
Singapore,SGP,2012,0.23289846
Singapore,SGP,2013,0.22898823
Singapore,SGP,2014,0.2629563
Singapore,SGP,2015,0.11118365
Singapore,SGP,2016,0.25669253
Singapore,SGP,2017,0.18170354
Singapore,SGP,2018,0.25222108
Singapore,SGP,2019,0.25001496
Singapore,SGP,2020,0.17731395
Singapore,SGP,2021,0.070582464
Slovakia,SVK,2000,1.2299
Slovakia,SVK,2001,1.1935425
Slovakia,SVK,2002,1.7727433
Slovakia,SVK,2003,1.700723
Slovakia,SVK,2004,1.3027328
Slovakia,SVK,2005,1.1579335
Slovakia,SVK,2006,0.5427725
Slovakia,SVK,2007,1.0131357
Slovakia,SVK,2008,0.868029
Slovakia,SVK,2009,1.1561623
Slovakia,SVK,2010,1.1188912
Slovakia,SVK,2011,1.1180089
Slovakia,SVK,2012,0.6486463
Slovakia,SVK,2013,0.8282507
Slovakia,SVK,2014,0.68376523
Slovakia,SVK,2015,0.50356627
Slovakia,SVK,2016,0.71882766
Slovakia,SVK,2017,0.6821389
Slovakia,SVK,2018,0.9325546
Slovakia,SVK,2019,0.5374684
Slovakia,SVK,2020,1.002862
Slovakia,SVK,2021,0.645685
Slovenia,SVN,2004,0.68579715
Slovenia,SVN,2005,0.9773461
Slovenia,SVN,2006,0.2924129
Slovenia,SVN,2007,0.7772948
Slovenia,SVN,2008,0.4840264
Slovenia,SVN,2009,0.67503357
Slovenia,SVN,2010,0.76850957
Slovenia,SVN,2011,0.6705498
Slovenia,SVN,2012,0.5739674
Slovenia,SVN,2013,0.28670123
Slovenia,SVN,2014,0.57297206
Slovenia,SVN,2015,1.0489928
Slovenia,SVN,2016,0.1903385
Slovenia,SVN,2017,0.8550971
Slovenia,SVN,2018,0.47446096
Slovenia,SVN,2019,0.66361433
Slovenia,SVN,2020,0.5689123
Slovenia,SVN,2021,0.569132
South Africa,ZAF,2006,10.571735
South Africa,ZAF,2007,10.294813
South Africa,ZAF,2008,9.683831
South Africa,ZAF,2009,9.770241
South Africa,ZAF,2010,10.209067
South Africa,ZAF,2011,8.8333025
South Africa,ZAF,2016,9.098711
South Africa,ZAF,2017,10.042521
South Africa,ZAF,2018,9.387719
South Africa,ZAF,2019,9.019681
South Korea,KOR,2011,0.88064826
South Korea,KOR,2012,0.8811478
South Korea,KOR,2013,0.7262949
South Korea,KOR,2014,0.76399654
South Korea,KOR,2015,0.77780193
South Korea,KOR,2016,0.7535466
South Korea,KOR,2017,0.594643
South Korea,KOR,2018,0.59623086
South Korea,KOR,2019,0.59437966
South Korea,KOR,2020,0.53193253
South Korea,KOR,2021,0.49334788
Spain,ESP,2001,0.63408595
Spain,ESP,2002,0.6346404
Spain,ESP,2003,0.79621977
Spain,ESP,2004,0.85942554
Spain,ESP,2005,0.58306634
Spain,ESP,2006,0.7089233
Spain,ESP,2007,0.7300944
Spain,ESP,2008,0.54691666
Spain,ESP,2009,0.58153105
Spain,ESP,2010,0.66212225
Spain,ESP,2011,0.5409687
Spain,ESP,2012,0.52731496
Spain,ESP,2013,0.5113501
Spain,ESP,2014,0.5419307
Spain,ESP,2015,0.512278
Spain,ESP,2016,0.4776617
Spain,ESP,2017,0.47619608
Spain,ESP,2018,0.4905902
Spain,ESP,2019,0.5243787
Spain,ESP,2020,0.49273178
Spain,ESP,2021,0.40057462
Sri Lanka,LKA,2008,3.3675842
Sri Lanka,LKA,2009,1.9353446
Sri Lanka,LKA,2010,1.583594
Sri Lanka,LKA,2011,1.7243725
Sri Lanka,LKA,2012,1.579732
Sri Lanka,LKA,2013,1.3402112
Sri Lanka,LKA,2014,1.140616
Sri Lanka,LKA,2015,1.007462
Sri Lanka,LKA,2016,1.174153
Sri Lanka,LKA,2017,0.78226095
Sri Lanka,LKA,2018,0.92237914
Sri Lanka,LKA,2019,2.221468
Suriname,SUR,2007,5.5680547
Suriname,SUR,2008,3.7691116
Suriname,SUR,2013,1.0663065
Suriname,SUR,2014,2.1096637
Suriname,SUR,2015,3.82632
Suriname,SUR,2016,5.504041
Suriname,SUR,2017,3.7411911
Suriname,SUR,2018,2.353938
Suriname,SUR,2019,1.9942565
Suriname,SUR,2020,4.599068
Suriname,SUR,2021,2.2757013
Sweden,SWE,1999,0.6418434
Sweden,SWE,2000,0.8232583
Sweden,SWE,2001,0.6525448
Sweden,SWE,2002,0.8048391
Sweden,SWE,2003,0.5958464
Sweden,SWE,2004,0.89518845
Sweden,SWE,2005,0.67126435
Sweden,SWE,2006,0.77851427
Sweden,SWE,2007,0.6906783
Sweden,SWE,2008,0.5971785
Sweden,SWE,2009,0.8234147
Sweden,SWE,2010,0.5733154
Sweden,SWE,2011,0.5265579
Sweden,SWE,2012,0.43866497
Sweden,SWE,2013,0.5384696
Sweden,SWE,2014,0.513082
Sweden,SWE,2015,0.5896733
Sweden,SWE,2016,0.5841698
Sweden,SWE,2017,0.5388178
Sweden,SWE,2018,0.6525231
Sweden,SWE,2019,0.4897586
Sweden,SWE,2020,0.4854442
Sweden,SWE,2021,0.46201977
Switzerland,CHE,1990,1.4884739
Switzerland,CHE,1991,1.24307
Switzerland,CHE,1992,1.204734
Switzerland,CHE,1993,1.2265528
Switzerland,CHE,1994,1.1424105
Switzerland,CHE,1995,1.1053294
Switzerland,CHE,1996,0.86427087
Switzerland,CHE,1997,1.0797223
Switzerland,CHE,1998,0.814689
Switzerland,CHE,1999,1.0294636
Switzerland,CHE,2000,1.0548034
Switzerland,CHE,2001,0.993686
Switzerland,CHE,2002,1.3256674
Switzerland,CHE,2003,1.0526161
Switzerland,CHE,2004,1.0194204
Switzerland,CHE,2005,0.98933446
Switzerland,CHE,2006,0.988393
Switzerland,CHE,2007,0.6785888
Switzerland,CHE,2008,0.6466527
Switzerland,CHE,2009,0.6872849
Switzerland,CHE,2010,0.65489256
Switzerland,CHE,2011,0.5733363
Switzerland,CHE,2012,0.41968092
Switzerland,CHE,2013,0.7817555
Switzerland,CHE,2014,0.57970095
Switzerland,CHE,2015,0.7169746
Switzerland,CHE,2016,0.5916406
Switzerland,CHE,2017,0.46929303
Switzerland,CHE,2018,0.65229756
Switzerland,CHE,2019,0.60152143
Switzerland,CHE,2020,0.6203177
Switzerland,CHE,2021,0.57111305
Tajikistan,TJK,2006,1.1239339
Tajikistan,TJK,2007,0.9119182
Tajikistan,TJK,2008,1.0323879
Tajikistan,TJK,2009,0.6472955
Tajikistan,TJK,2010,0.60260135
Tajikistan,TJK,2011,0.43670315
Tajikistan,TJK,2020,0.21089405
Tanzania,TZA,2010,2.3981376
Tanzania,TZA,2011,2.3597085
Tanzania,TZA,2012,2.1437988
Tanzania,TZA,2013,1.9725648
Tanzania,TZA,2015,2.5147774
Tanzania,TZA,2016,2.3125513
Tanzania,TZA,2017,1.8804295
Tanzania,TZA,2018,1.8496411
Tanzania,TZA,2019,1.606776
Tanzania,TZA,2020,1.7003392
Thailand,THA,1995,2.3784015
Thailand,THA,1996,2.43328
Thailand,THA,1997,2.4690154
Thailand,THA,1998,2.5930886
Thailand,THA,1999,2.5719645
Thailand,THA,2000,2.8185403
Thailand,THA,2002,2.1398838
Thailand,THA,2003,2.8956566
Thailand,THA,2004,1.5181452
Thailand,THA,2005,1.8586735
Thailand,THA,2006,1.722086
Thailand,THA,2007,1.7544311
Thailand,THA,2008,1.5364733
Thailand,THA,2009,1.4245758
Thailand,THA,2010,1.315238
Thailand,THA,2011,1.2718523
Thailand,THA,2012,1.3462015
Thailand,THA,2013,1.0650305
Thailand,THA,2014,1.1294553
Tonga,TON,2000,0
Tonga,TON,2001,1.9691823
Tonga,TON,2002,1.9572344
Tonga,TON,2003,0
Tonga,TON,2004,0
Tonga,TON,2005,0
Tonga,TON,2006,0
Tonga,TON,2007,0
Tonga,TON,2008,1.8916823
Tonga,TON,2009,5.6504626
Tonga,TON,2010,0
Tonga,TON,2011,0
Tonga,TON,2012,1.866368
Tonga,TON,2019,1.8883423
Trinidad and Tobago,TTO,2004,3.7790477
Trinidad and Tobago,TTO,2005,5.633518
Trinidad and Tobago,TTO,2006,4.8818417
Trinidad and Tobago,TTO,2007,4.2820287
Trinidad and Tobago,TTO,2008,8.087269
Trinidad and Tobago,TTO,2009,5.6390724
Trinidad and Tobago,TTO,2010,7.4048147
Trinidad and Tobago,TTO,2011,4.1702113
Trinidad and Tobago,TTO,2012,6.2087293
Trinidad and Tobago,TTO,2013,5.34109
Trinidad and Tobago,TTO,2014,6.118886
Trinidad and Tobago,TTO,2015,3.9158683
Trinidad and Tobago,TTO,2017,6.9281373
Trinidad and Tobago,TTO,2018,6.174429
Trinidad and Tobago,TTO,2019,8.332704
Trinidad and Tobago,TTO,2020,7.022358
Tunisia,TUN,2019,1.6922449
Tunisia,TUN,2020,1.8702549
Turkey,TUR,2003,1.7687216
Turkey,TUR,2004,1.7961066
Turkey,TUR,2005,1.7787846
Turkey,TUR,2006,1.5905294
Turkey,TUR,2007,1.7539707
Turkey,TUR,2008,1.6059842
Turkey,TUR,2010,1.7400773
Turkey,TUR,2011,1.7033342
Turkey,TUR,2012,1.6167397
Turkey,TUR,2015,1.0384737
Turkey,TUR,2016,1.0925328
Turkey,TUR,2017,1.0365261
Turkey,TUR,2018,0.9667673
Turkey,TUR,2019,1.0813478
Turkey,TUR,2020,0.90817094
Turkey,TUR,2021,1.0263548
Turkmenistan,TKM,2010,1.1249284
Turkmenistan,TKM,2011,0.663546
Turkmenistan,TKM,2012,1.0503602
Turkmenistan,TKM,2013,0.9605309
Turkmenistan,TKM,2014,0.62894475
Turkmenistan,TKM,2015,0.44624537
Turks and Caicos Islands,TCA,1992,0
Turks and Caicos Islands,TCA,1993,0
Turks and Caicos Islands,TCA,1994,14.312294
Turks and Caicos Islands,TCA,1995,13.630478
Turks and Caicos Islands,TCA,1996,0
Turks and Caicos Islands,TCA,1997,24.878716
Turks and Caicos Islands,TCA,2002,0
Turks and Caicos Islands,TCA,2007,7.760059
Turks and Caicos Islands,TCA,2008,7.427765
Turks and Caicos Islands,TCA,2009,0
Turks and Caicos Islands,TCA,2013,6.0331826
Turks and Caicos Islands,TCA,2014,0
Uganda,UGA,2008,2.4818442
Uganda,UGA,2010,3.6529992
Uganda,UGA,2011,4.3964806
Uganda,UGA,2012,4.2617764
Uganda,UGA,2013,4.4223657
Uganda,UGA,2014,4.5677094
Uganda,UGA,2016,4.6439166
Uganda,UGA,2017,4.1076207
Ukraine,UKR,1990,2.8060856
Ukraine,UKR,1991,2.7678301
Ukraine,UKR,1992,3.238668
Ukraine,UKR,1993,3.607029
Ukraine,UKR,1994,4.073271
Ukraine,UKR,1995,4.167092
Ukraine,UKR,1996,4.934258
Ukraine,UKR,1997,4.4093094
Ukraine,UKR,1998,4.471462
Ukraine,UKR,1999,4.7170763
Ukraine,UKR,2000,4.986759
Ukraine,UKR,2001,5.711779
Ukraine,UKR,2002,5.1000156
Ukraine,UKR,2003,4.944549
Ukraine,UKR,2004,4.36465
Ukraine,UKR,2005,3.7961783
Ukraine,UKR,2006,3.6198628
Ukraine,UKR,2008,2.975944
Ukraine,UKR,2009,2.8516285
Ukraine,UKR,2010,2.4505413
Ukraine,UKR,2017,1.9232283
United Arab Emirates,ARE,2010,0.7779861
United Arab Emirates,ARE,2011,0.62906927
United Arab Emirates,ARE,2012,0.7009525
United Arab Emirates,ARE,2013,0.73867124
United Arab Emirates,ARE,2014,0.64628726
United Arab Emirates,ARE,2015,0.38063163
United Arab Emirates,ARE,2019,0.7587133
United Arab Emirates,ARE,2020,0.49788037
United Arab Emirates,ARE,2021,0.35049504
United Kingdom,GBR,2005,0.9766926
United Kingdom,GBR,2006,1.0471637
United Kingdom,GBR,2007,1.0808296
United Kingdom,GBR,2008,0.9326343
United Kingdom,GBR,2009,0.7099888
United Kingdom,GBR,2010,0.8848255
United Kingdom,GBR,2011,0.6034259
United Kingdom,GBR,2012,0.7298715
United Kingdom,GBR,2013,0.6897826
United Kingdom,GBR,2014,0.6304787
United Kingdom,GBR,2015,0.59616756
United Kingdom,GBR,2016,0.6097416
United Kingdom,GBR,2017,0.74670607
United Kingdom,GBR,2018,0.77567273
United Kingdom,GBR,2019,0.6004745
United Kingdom,GBR,2020,0.57164586
United States,USA,1990,4.0719156
United States,USA,1991,4.2349014
United States,USA,1992,4.0180225
United States,USA,1993,4.2220263
United States,USA,1994,3.754143
United States,USA,1995,3.7221084
United States,USA,1996,3.2865655
United States,USA,1997,2.9962423
United States,USA,1998,2.9535434
United States,USA,1999,2.6703663
United States,USA,2000,2.58731
United States,USA,2001,3.0781124
United States,USA,2002,2.5697193
United States,USA,2003,2.5006468
United States,USA,2004,2.3810325
United States,USA,2005,2.363193
United States,USA,2006,2.4026768
United States,USA,2007,2.3945882
United States,USA,2008,2.3113804
United States,USA,2009,2.2549665
United States,USA,2010,2.0967643
United States,USA,2011,2.0489032
United States,USA,2012,2.0570815
United States,USA,2013,1.9598825
United States,USA,2014,1.9541136
United States,USA,2015,2.031329
United States,USA,2016,2.2483604
United States,USA,2017,2.2185776
United States,USA,2018,2.2042923
United States,USA,2019,2.127312
United States,USA,2020,2.567049
United States,USA,2021,2.9247866
United States Virgin Islands,VIR,1997,10.918818
United States Virgin Islands,VIR,1998,3.5957966
United States Virgin Islands,VIR,1999,7.1142097
United States Virgin Islands,VIR,2000,5.308278
United States Virgin Islands,VIR,2001,3.5423307
United States Virgin Islands,VIR,2002,8.883835
United States Virgin Islands,VIR,2003,5.355565
United States Virgin Islands,VIR,2004,1.7955416
United States Virgin Islands,VIR,2005,5.402777
United States Virgin Islands,VIR,2006,7.2039623
United States Virgin Islands,VIR,2007,5.4041395
United States Virgin Islands,VIR,2008,3.6030192
United States Virgin Islands,VIR,2009,3.601073
United States Virgin Islands,VIR,2010,12.634353
United States Virgin Islands,VIR,2011,5.4464746
United States Virgin Islands,VIR,2012,3.6528013
Uruguay,URY,2006,2.4992015
Uruguay,URY,2007,1.8563385
Uruguay,URY,2008,2.5469632
Uruguay,URY,2009,2.598935
Uruguay,URY,2010,2.3622954
Uruguay,URY,2011,2.356426
Uruguay,URY,2012,2.1783407
Uruguay,URY,2013,3.0871396
Uruguay,URY,2014,2.9075062
Uruguay,URY,2015,2.842223
Uruguay,URY,2016,2.3808875
Uruguay,URY,2017,3.111657
Uruguay,URY,2018,3.2217534
Uruguay,URY,2019,2.7129962
Uruguay,URY,2020,2.1482022
Uruguay,URY,2021,2.2640212
Uzbekistan,UZB,2015,1.3962132
Uzbekistan,UZB,2016,1.641249
Uzbekistan,UZB,2017,1.2840631
Uzbekistan,UZB,2018,1.0852661
Uzbekistan,UZB,2019,0.8372958
Uzbekistan,UZB,2020,0.9609005
Uzbekistan,UZB,2021,1.0511137
Vanuatu,VUT,2019,0.661133
Vanuatu,VUT,2020,0.64556736
Venezuela,VEN,1990,1.8985691
Venezuela,VEN,1992,2.2459507
Venezuela,VEN,1993,2.9182992
Venezuela,VEN,1994,3.0481567
Venezuela,VEN,1996,3.1644843
Venezuela,VEN,1997,3.0820746
Venezuela,VEN,1998,3.1971014
Venezuela,VEN,1999,3.529911
Venezuela,VEN,2000,4.268153
Venezuela,VEN,2001,3.8957338
Venezuela,VEN,2002,6.682478
Venezuela,VEN,2003,5.3582516
Venezuela,VEN,2004,4.56704
Venezuela,VEN,2005,4.174766
Venezuela,VEN,2006,4.9415264
Venezuela,VEN,2007,4.880612
Venezuela,VEN,2008,5.2559185
Venezuela,VEN,2009,5.3671746
Venezuela,VEN,2010,5.4827247
Venezuela,VEN,2011,5.515718
Venezuela,VEN,2012,6.362091
Venezuela,VEN,2015,4.764969
Venezuela,VEN,2016,5.2143054
Venezuela,VEN,2017,5.123649
World,OWID_WRL,2000,2.8092506
World,OWID_WRL,2001,2.8350885
World,OWID_WRL,2002,2.7798088
World,OWID_WRL,2003,2.6989343
World,OWID_WRL,2004,2.664592
World,OWID_WRL,2005,2.5498512
World,OWID_WRL,2006,2.4606955
World,OWID_WRL,2007,2.417165
World,OWID_WRL,2008,2.354989
World,OWID_WRL,2009,2.4413645
World,OWID_WRL,2010,2.4010565
World,OWID_WRL,2011,2.4254985
World,OWID_WRL,2012,2.4241853
World,OWID_WRL,2013,2.3871794
World,OWID_WRL,2014,2.3814702
World,OWID_WRL,2015,2.288106
World,OWID_WRL,2016,2.3106852
World,OWID_WRL,2017,2.271987
World,OWID_WRL,2018,2.2228055
World,OWID_WRL,2019,2.1775744
World,OWID_WRL,2020,2.1469603
World,OWID_WRL,2021,2.2382565
Zimbabwe,ZWE,1990,3.487142
Zimbabwe,ZWE,2018,2.0461497
Zimbabwe,ZWE,2019,2.0559874
Zimbabwe,ZWE,2020,1.7623386
Zimbabwe,ZWE,2021,1.8698593
